Core,Subst,chembl_id
NC1=NC(c2c([*:6])cc([*:5])c(NC(=O)c3ncc([*:4])cc3[*:8])c2[*:7])(C([*:1])([*:2])[*:3])C([*:11])([*:12])OC1([*:9])[*:10],[*:1].[*:2].[*:3].N#C[*:4].[*:5].F[*:6].[*:7].C[*:8].FC[*:9].FC[*:10].[*:11].[*:12],CHEMBL4127572
NC1=NC(c2c([*:6])cc([*:5])c(NC(=O)c3ncc([*:4])cc3[*:8])c2[*:7])(C([*:1])([*:2])[*:3])C([*:11])([*:12])OC1([*:9])[*:10],[*:1].[*:2].[*:3].N#C[*:4].[*:5].F[*:6].[*:7].C[*:8].C[*:9].FC(F)(F)[*:10].[*:11].[*:12],CHEMBL3261067
NC1=NC(c2c([*:6])cc([*:5])c(NC(=O)c3ncc([*:4])cc3[*:8])c2[*:7])(C([*:1])([*:2])[*:3])C([*:11])([*:12])OC1([*:9])[*:10],[*:1].F[*:2].F[*:3].Br[*:4].[*:5].F[*:6].F[*:7].[*:8].[*:9].[*:10].[*:11].[*:12],CHEMBL4130130
NC1=NC(c2c([*:6])cc([*:5])c(NC(=O)c3ncc([*:4])cc3[*:8])c2[*:7])(C([*:1])([*:2])[*:3])C([*:11])([*:12])OC1([*:9])[*:10],[*:1].F[*:2].F[*:3].Br[*:4].F[*:5].F[*:6].[*:7].[*:8].[*:9].[*:10].[*:11].[*:12],CHEMBL3653413
CC1(c2cc(NC(=O)c3cnc([*:1])cn3)cc([*:2])c2F)N=C(N)SC([*:3])C1[*:4],c1cnn([*:1])c1.[*:2].[*:3].[*:4],CHEMBL3261046
CC1(c2cc(NC(=O)c3cnc([*:1])cn3)cc([*:2])c2F)N=C(N)SC([*:3])C1[*:4],FC(F)[*:1].[*:2].[*:3].[*:4],CHEMBL4563915
CC1(c2cc(NC(=O)c3cnc([*:1])cn3)cc([*:2])c2F)N=C(N)SC([*:3])C1[*:4],FC(F)(F)CO[*:1].[*:2].[*:3].[*:4],CHEMBL4536643
CC1(c2cc(NC(=O)c3cnc([*:1])cn3)cc([*:2])c2F)N=C(N)SC([*:3])C1[*:4],FCO[*:1].[*:2].[*:3].[*:4],CHEMBL4568202
CC1(c2cc(NC(=O)c3cnc([*:1])cn3)cc([*:2])c2F)N=C(N)SC([*:3])C1[*:4],CO[*:1].[*:2].[*:3].[*:4],CHEMBL4561732
CC1(c2cc(NC(=O)c3cnc([*:1])cn3)cc([*:2])c2F)N=C(N)SC([*:3])C1[*:4],FC(F)[*:3].FCO[*:1].[*:2].[*:4],CHEMBL4438526
CC1(c2cc(NC(=O)c3cnc([*:1])cn3)cc([*:2])c2F)N=C(N)SC([*:3])C1[*:4],C1CC([*:4])CCO1.FCO[*:1].[*:2].[*:3],CHEMBL4587362
CC1(c2cc(NC(=O)c3cnc([*:1])cn3)cc([*:2])c2F)N=C(N)SC([*:3])C1[*:4],FCO[*:1].c1ccc([*:4])cc1.[*:2].[*:3],CHEMBL4463201_CHEMBL4473080
CC1(c2cc(NC(=O)c3cnc([*:1])cn3)cc([*:2])c2F)N=C(N)SC([*:3])C1[*:4],CO[*:4].FCO[*:1].[*:2].[*:3],CHEMBL4451133
CC1(c2cc(NC(=O)c3cnc([*:1])cn3)cc([*:2])c2F)N=C(N)SC([*:3])C1[*:4],C[*:3].FCO[*:1].F[*:4].[*:2],CHEMBL4557670
CC1(c2cc(NC(=O)c3cnc([*:1])cn3)cc([*:2])c2F)N=C(N)SC([*:3])C1[*:4],CO[*:1].Cc1noc(C)c1[*:3].F[*:2].[*:4],CHEMBL3805852
CC1(c2cc(NC(=O)c3cnc([*:1])cn3)ccc2F)N=C(N)COC1[*:2],CO[*:1].[*:2],CHEMBL3634123
CC1(c2cc(NC(=O)c3cnc([*:1])cn3)ccc2F)N=C(N)COC1[*:2],Cl[*:1].FC(F)(F)[*:2],CHEMBL3634128_CHEMBL3634129
CC1(c2cc(NC(=O)c3cnc([*:1])cn3)ccc2F)N=C(N)COC1[*:2],C1CN([*:1])C1.FC(F)(F)[*:2],CHEMBL4160644
CC1(c2cc(NC(=O)c3cnc([*:1])cn3)ccc2F)N=C(N)COC1[*:2],C1CC1N[*:1].FC(F)(F)[*:2],CHEMBL4171250
CC1(c2cc(NC(=O)c3cnc([*:1])cn3)ccc2F)N=C(N)COC1[*:2],FC(F)(F)CO[*:1].FC(F)(F)[*:2],CHEMBL4167487
CC1(c2cc(NC(=O)c3cnc([*:1])cn3)ccc2F)N=C(N)COC1[*:2],FC(F)(F)C(F)(F)O[*:1].FC(F)(F)[*:2],CHEMBL4174699
CC1(c2cc(NC(=O)c3cnc([*:1])cn3)ccc2F)N=C(N)COC1[*:2],COCCO[*:1].FC(F)(F)[*:2],CHEMBL4159574
CC1(c2cc(NC(=O)c3cnc([*:1])cn3)ccc2F)N=C(N)COC1[*:2],CO[*:1].F[*:2],CHEMBL3634124_CHEMBL3634125
CC1(c2cc(NC(=O)c3cnc([*:1])cn3)ccc2F)N=C(N)COC1[*:2],CO[*:1].FC(F)[*:2],CHEMBL4162197
CC1(c2cc(NC(=O)c3cnc([*:1])cn3)ccc2F)N=C(N)COC1[*:2],CO[*:1].FC(F)(F)[*:2],CHEMBL4165629
NC1=NC(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)([*:1])CCC1(F)F,C[*:1],CHEMBL4637181
NC1=NC(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)([*:1])CCC1(F)F,FC[*:1],CHEMBL4643511
CC1(c2cc(NC(=O)c3cnc([*:1])cn3)ccc2F)N=C(N)SC([*:2])C12CC(F)(F)C2,FCO[*:1].[*:2],CHEMBL4592239
CC1(c2cc(NC(=O)c3cnc([*:1])cn3)ccc2F)N=C(N)SC([*:2])C12CC(F)(F)C2,C[*:2].F[*:1],CHEMBL4437405
CC1(c2cc(Nc3ncccc3[*:1])ccc2F)CCSC(N)=N1,Cl[*:1],CHEMBL3261048
CC1(c2cc(Nc3ncccc3[*:1])ccc2F)CCSC(N)=N1,CO[*:1],CHEMBL3261049
CC1(c2cccc(-c3cccc([*:1])c3)c2)N=C(N)CCO1,Cl[*:1],CHEMBL2380444
CC1(c2cccc(-c3cccc([*:1])c3)c2)N=C(N)CCO1,CO[*:1],CHEMBL2380443
O=C(Nc1cccc([*:1])c1)c1ccc(Cl)cn1,CC1([*:1])COC(N)=N1,CHEMBL2403759
O=C(Nc1cccc([*:1])c1)c1ccc(Cl)cn1,NC1=NC2([*:1])CC2CS1,CHEMBL2403771
CC1=C(C(=O)Nc2nc(C)cs2)C([*:1])C(C(=O)Nc2nc(C)cs2)=C(C)N1,c1coc([*:1])c1,CHEMBL2443370
CC1=C(C(=O)Nc2nc(C)cs2)C([*:1])C(C(=O)Nc2nc(C)cs2)=C(C)N1,O=[N+]([O-])c1ccc([*:1])cc1,CHEMBL2443373
CC1=C(C(=O)Nc2nc(C)cs2)C([*:1])C(C(=O)Nc2nc(C)cs2)=C(C)N1,O=[N+]([O-])c1ccccc1[*:1],CHEMBL2440151
CC1CC2CSC(N)=NC2([*:1])CO1,c1csc([*:1])c1,CHEMBL4204215
CC1CC2CSC(N)=NC2([*:1])CO1,c1cc([*:1])cs1,CHEMBL4203347
CC1CC2CSC(N)=NC2(c2nc(NC(=O)c3ncc(OC(F)(F)[*:2])cc3[*:1])cs2)CO1,F[*:2].[*:1],CHEMBL3947194
CC1CC2CSC(N)=NC2(c2nc(NC(=O)c3ncc(OC(F)(F)[*:2])cc3[*:1])cs2)CO1,C[*:1].[*:2],CHEMBL3972449
CC1CC2CSC(N)=NC2(c2nc(NC(=O)[*:1])cs2)CO1,N#Cc1ccc([*:1])nc1,CHEMBL4211913
CC1CC2CSC(N)=NC2(c2nc(NC(=O)[*:1])cs2)CO1,FC(F)(F)c1ccc([*:1])nc1,CHEMBL3917530
CC1CC2CSC(N)=NC2(c2nc(NC(=O)[*:1])cs2)CO1,Clc1ccc([*:1])nc1,CHEMBL3967984
CC1CC2CSC(N)=NC2(c2nc(NC(=O)[*:1])cs2)CO1,Fc1ccc([*:1])nc1,CHEMBL3979124
CC1CC2CSC(N)=NC2(c2nc(NC(=O)[*:1])cs2)CO1,FC(F)Oc1ccc([*:1])nc1,CHEMBL3952064
CC1CC2CSC(N)=NC2(c2nc(NC(=O)[*:1])cs2)CO1,FC(F)n1ccc([*:1])n1,CHEMBL4215837
CC1CC2CSC(N)=NC2(c2nc(NC(=O)[*:1])cs2)CO1,FC(F)Oc1cnc([*:1])cn1,CHEMBL4204163
CC1CC2CSC(N)=NC2(c2nc(NC(=O)[*:1])cs2)CO1,COc1ccc([*:1])cc1,CHEMBL4217023
CC1CC2CSC(N)=NC2(c2nc(NC(=O)[*:1])cs2)CO1,COc1ccc([*:1])nc1,CHEMBL3922902
CC1CC2CSC(N)=NC2(c2nc(NC(=O)[*:1])cs2)CO1,COc1cnc([*:1])cn1,CHEMBL3941301
CC1CC2CSC(N)=NC2(c2nc(NC(=O)[*:1])cs2)CO1,Cc1cc(F)cnc1[*:1],CHEMBL3983988
NC1=NC2(c3cc(NC(=O)c4cnc(OCF)cn4)ccc3F)COC([*:1])CC2CC1(F)F,[*:1],CHEMBL4637358
NC1=NC2(c3cc(NC(=O)c4cnc(OCF)cn4)ccc3F)COC([*:1])CC2CC1(F)F,C[*:1],CHEMBL4648883
NC1=NC2(c3cc(NC(=O)c4cnc(OCF)cn4)ccc3F)COC([*:1])CC2CC1(F)F,FC[*:1],CHEMBL4636350
CC1CC1CN(c1cc(C(=O)NC(Cc2cc([*:4])cc([*:5])c2)C([*:1])[*:2])cc(N(C[*:3])S(C)(=O)=O)n1)[*:6],N[*:1].[*:2].[*:3].[*:4].[*:5].[*:6],CHEMBL393850
CC1CC1CN(c1cc(C(=O)NC(Cc2cc([*:4])cc([*:5])c2)C([*:1])[*:2])cc(N(C[*:3])S(C)(=O)=O)n1)[*:6],N[*:1].CCCC[*:2].[*:3].[*:4].[*:5].[*:6],CHEMBL247415
CC1CC1CN(c1cc(C(=O)NC(Cc2cc([*:4])cc([*:5])c2)C([*:1])[*:2])cc(N(C[*:3])S(C)(=O)=O)n1)[*:6],O[*:1].[*:2].[*:3].F[*:4].F[*:5].[*:6],CHEMBL396338
CC1CC1CN(c1cc(C(=O)NC(Cc2cc([*:4])cc([*:5])c2)C([*:1])[*:2])cc(N(C[*:3])S(C)(=O)=O)n1)[*:6],O[*:1].CCCC[*:2].[*:3].F[*:4].F[*:5].[*:6],CHEMBL247595
CC1CC1CN(c1cc(C(=O)NC(Cc2cc([*:4])cc([*:5])c2)C([*:1])[*:2])cc(N(C[*:3])S(C)(=O)=O)n1)[*:6],N[*:1].CCCC[*:2].CC[*:3].[*:4].[*:5].C[*:6],CHEMBL248056
CC1CC1CN(c1cc(C(=O)NC(Cc2cc([*:4])cc([*:5])c2)C([*:1])[*:2])cc(N(C[*:3])S(C)(=O)=O)n1)[*:6],N[*:1].C[*:2].CC[*:3].[*:4].[*:5].C[*:6],CHEMBL399113
CN1C(=O)C(c2cccc(NC(=O)[*:1])c2)(C2CCCCC2)N=C1N,c1cc2c(cc1[*:1])OCO2,CHEMBL605518
CN1C(=O)C(c2cccc(NC(=O)[*:1])c2)(C2CCCCC2)N=C1N,COc1cccc([*:1])c1,CHEMBL594896
NC1=NC(c2cccc([*:2])c2)(C2CCCCC2)C(=O)N1C[*:1],CCCC(=O)N[*:2].[*:1],CHEMBL595302
NC1=NC(c2cccc([*:2])c2)(C2CCCCC2)C(=O)N1C[*:1],Cn1cccc1C(=O)N[*:2].[*:1],CHEMBL591070
NC1=NC(c2cccc([*:2])c2)(C2CCCCC2)C(=O)N1C[*:1],O=C(N[*:2])c1ccco1.[*:1],CHEMBL590829
NC1=NC(c2cccc([*:2])c2)(C2CCCCC2)C(=O)N1C[*:1],COCC(=O)N[*:2].[*:1],CHEMBL589614
NC1=NC(c2cccc([*:2])c2)(C2CCCCC2)C(=O)N1C[*:1],COCCC(=O)N[*:2].[*:1],CHEMBL594656
NC1=NC(c2cccc([*:2])c2)(C2CCCCC2)C(=O)N1C[*:1],Cc1ccoc1C(=O)N[*:2].[*:1],CHEMBL590830
NC1=NC(c2cccc([*:2])c2)(C2CCCCC2)C(=O)N1C[*:1],CCCCC[*:1].[*:2],CHEMBL593979
NC1=NC(c2cccc([*:2])c2)(C2CCCCC2)C(=O)N1C[*:1],C1COC([*:1])C1.[*:2],CHEMBL592534
NC1=NC(c2cccc([*:2])c2)(C2CCCCC2)C(=O)N1C[*:1],O=C(O)C1CCC([*:1])CC1.[*:2],CHEMBL589891
NC1=NC(c2cccc([*:2])c2)(C2CCCCC2)C(=O)N1C[*:1],O=C(O)CCCC[*:1].[*:2],CHEMBL607527
NC1=NC(c2cccc([*:2])c2)(C2CCCCC2)C(=O)N1C[*:1],OCC[*:1].[*:2],CHEMBL605079
NC1=NC(c2cccc([*:2])c2)(C2CCCCC2)C(=O)N1C[*:1],c1ccc([*:1])cc1.[*:2],CHEMBL585215
NC1=NC(c2cccc([*:2])c2)(C2CCCCC2)C(=O)N1C[*:1],Fc1cc(F)cc([*:1])c1.[*:2],CHEMBL592533
COc1cccc(CNCC(O)C(Cc2ccccc2)NC(=O)CC[*:1])c1,CCCC(C)S(=O)(=O)[*:1],CHEMBL252755
COc1cccc(CNCC(O)C(Cc2ccccc2)NC(=O)CC[*:1])c1,CCCC(CCC)S(=O)(=O)[*:1],CHEMBL401141
COc1cccc(CNCC(O)C(Cc2ccccc2)NC(=O)CC[*:1])c1,CCCCN(CCCC)S(=O)(=O)[*:1],CHEMBL253165
COc1cccc(CNCC(O)C(Cc2ccccc2)NC(=O)CC[*:1])c1,CCCN(CCC)S(=O)(=O)[*:1],CHEMBL252961
COc1cccc(CNCC(O)C(Cc2ccccc2)NC(=O)CC[*:1])c1,CCCN(CCC)S(=O)(=O)C[*:1],CHEMBL252962
COc1cccc(CNCC(O)C(Cc2ccccc2)NC(=O)CC[*:1])c1,O=S(=O)(C[*:1])c1ccccc1,CHEMBL252547
COc1cccc(CNCC(O)C(Cc2ccccc2)NC(=O)CC[*:1])c1,O=S(=O)(C1CCCCC1)[*:1],CHEMBL398925
COc1cccc(CNCC(O)C(Cc2ccccc2)NC(=O)CC[*:1])c1,O=S(=O)(C[*:1])N1CCCCC1,CHEMBL252756
COc1cccc(CNCC(O)C(Cc2ccccc2)NC(=O)CC[*:1])c1,O=S(=O)(N1CCCCC1)[*:1],CHEMBL252960
COc1cccc(CNCC(O)C(Cc2ccccc2)NC(=O)CC[*:1])c1,O=S(=O)(c1ccccc1)[*:1],CHEMBL437961
COc1cccc(CNCC(O)C(Cc2ccccc2)NC(=O)CC[*:1])c1,CC(C)CCNS(=O)(=O)[*:1],CHEMBL401338
CCCN(CCC)C(=O)c1cc(C(=O)NC(Cc2cc([*:1])cc([*:2])c2)C(O)[*:4])cc([*:3])c1,Ic1cccc(CNC[*:4])c1.[*:1].[*:2].[*:3],CHEMBL254625
CCCN(CCC)C(=O)c1cc(C(=O)NC(Cc2cc([*:1])cc([*:2])c2)C(O)[*:4])cc([*:3])c1,COc1cccc(CNC[*:4])c1.[*:1].[*:2].[*:3],CHEMBL443239
CCCN(CCC)C(=O)c1cc(C(=O)NC(Cc2cc([*:1])cc([*:2])c2)C(O)[*:4])cc([*:3])c1,CC(C)CNC(=O)C(C)C[*:4].F[*:1].F[*:2].[*:3],CHEMBL42908
CCCN(CCC)C(=O)c1cc(C(=O)NC(Cc2cc([*:1])cc([*:2])c2)C(O)[*:4])cc([*:3])c1,CCCC1CCNC([*:4])C1.C[*:3].F[*:1].F[*:2],CHEMBL258083
CCCN(CCC)C(=O)c1cc(C(=O)NC(Cc2cc([*:1])cc([*:2])c2)C(O)[*:4])cc([*:3])c1,C[*:3].F[*:1].F[*:2].OC1CNC([*:4])C1,CHEMBL404680
CCCN(CCC)C(=O)c1cc(C(=O)NC(Cc2cc([*:1])cc([*:2])c2)C(O)[*:4])cc([*:3])c1,COC1CNC([*:4])C1.C[*:3].F[*:1].F[*:2],CHEMBL255372
CCCN(CCC)C(=O)c1cc(C(=O)NC(Cc2cc([*:1])cc([*:2])c2)C(O)[*:4])cc([*:3])c1,C1CCC([*:4])NC1.C[*:3].F[*:1].F[*:2],CHEMBL270153
CCCN(CCC)C(=O)c1cc(C(=O)NC(Cc2cc([*:1])cc([*:2])c2)C(O)[*:4])cc([*:3])c1,C1CNC([*:4])C1.C[*:3].F[*:1].F[*:2],CHEMBL256434
CCCN(CCC)C(=O)c1cc(C(=O)NC(Cc2cc([*:1])cc([*:2])c2)C(O)[*:4])cc([*:3])c1,C1CC([*:4])N1.C[*:3].F[*:1].F[*:2],CHEMBL272320
CCCN(CCC)C(=O)c1cc(C(=O)NC(Cc2cc([*:1])cc([*:2])c2)C(O)[*:4])cc([*:3])c1,CCOC1CCNC([*:4])C1.C[*:3].F[*:1].F[*:2],CHEMBL257278
CCCCNC(=O)C(C)CC(O)C1COCC=CCSCC(NC(=O)[*:1])C(=O)NC(C)C(=O)N1,CC(C)(C)O[*:1],CHEMBL377548
CCCCNC(=O)C(C)CC(O)C1COCC=CCSCC(NC(=O)[*:1])C(=O)NC(C)C(=O)N1,C[*:1],CHEMBL212102
CN1C(=O)C(c2ccc([*:1])c([*:2])c2)(C23CC4CC(CC(C4)C2)C3)N=C1N,[*:1].[*:2],CHEMBL585952
CN1C(=O)C(c2ccc([*:1])c([*:2])c2)(C23CC4CC(CC(C4)C2)C3)N=C1N,CCCCO[*:1].[*:2],CHEMBL585286
CN1C(=O)C(c2ccc([*:1])c([*:2])c2)(C23CC4CC(CC(C4)C2)C3)N=C1N,CCO[*:1].[*:2],CHEMBL566198
CN1C(=O)C(c2ccc([*:1])c([*:2])c2)(C23CC4CC(CC(C4)C2)C3)N=C1N,FC(F)(F)O[*:1].[*:2],CHEMBL583899
CN1C(=O)C(c2ccc([*:1])c([*:2])c2)(C23CC4CC(CC(C4)C2)C3)N=C1N,CO[*:1].[*:2],CHEMBL571319_CHEMBL584694_CHEMBL585128
CN1C(=O)C(c2ccc([*:1])c([*:2])c2)(C23CC4CC(CC(C4)C2)C3)N=C1N,CC[*:2].CO[*:1],CHEMBL584109
CN1C(=O)C(c2ccc([*:1])c([*:2])c2)(C23CC4CC(CC(C4)C2)C3)N=C1N,CO[*:1].CO[*:2],CHEMBL567485
CCCCNC(=O)C(C)CC(O)C(CC(C)C)NC(=O)C(C)N(C(=O)C(CC(C)C)NC(C)=O)[*:1],[*:1],CHEMBL209795
CCCCNC(=O)C(C)CC(O)C(CC(C)C)NC(=O)C(C)N(C(=O)C(CC(C)C)NC(C)=O)[*:1],C[*:1],CHEMBL211384
NC1=NC(c2ccccc2)(c2cccc(Cc3ccc([*:1])cc3)c2)C2=NCCCN12,[*:1],CHEMBL566977
NC1=NC(c2ccccc2)(c2cccc(Cc3ccc([*:1])cc3)c2)C2=NCCCN12,CO[*:1],CHEMBL568506
NC1=NC(c2ccccc2)(c2cccc(Cc3ccc([*:1])cc3)c2)C2=NCCCN12,F[*:1],CHEMBL567653
NC1=NC(c2ccc([*:4])c([*:5])c2)(c2ccc(OC([*:1])([*:2])[*:3])c([*:6])c2)C2=NCC([*:7])([*:8])CN12,[*:1].[*:2].[*:3].[*:4].Clc1cc(Cl)cc([*:5])c1.[*:6].[*:7].[*:8],CHEMBL1957469
NC1=NC(c2ccc([*:4])c([*:5])c2)(c2ccc(OC([*:1])([*:2])[*:3])c([*:6])c2)C2=NCC([*:7])([*:8])CN12,[*:1].[*:2].[*:3].[*:4].Fc1ncccc1[*:5].[*:6].[*:7].[*:8],CHEMBL584267
NC1=NC(c2ccc([*:4])c([*:5])c2)(c2ccc(OC([*:1])([*:2])[*:3])c([*:6])c2)C2=NCC([*:7])([*:8])CN12,[*:1].[*:2].[*:3].[*:4].c1ncc([*:5])cn1.[*:6].[*:7].[*:8],CHEMBL582828
NC1=NC(c2ccc([*:4])c([*:5])c2)(c2ccc(OC([*:1])([*:2])[*:3])c([*:6])c2)C2=NCC([*:7])([*:8])CN12,[*:1].C[*:2].[*:3].[*:4].Fc1ncccc1[*:5].CCO[*:6].[*:7].[*:8],CHEMBL566978
NC1=NC(c2ccc([*:4])c([*:5])c2)(c2ccc(OC([*:1])([*:2])[*:3])c([*:6])c2)C2=NCC([*:7])([*:8])CN12,[*:1].[*:2].[*:3].[*:4].c1ncc([*:5])cn1.[*:6].F[*:7].F[*:8],CHEMBL1957473
NC1=NC(c2ccc([*:4])c([*:5])c2)(c2ccc(OC([*:1])([*:2])[*:3])c([*:6])c2)C2=NCC([*:7])([*:8])CN12,[*:1].[*:2].[*:3].[*:4].Br[*:5].[*:6].F[*:7].F[*:8],CHEMBL1957479
NC1=NC(c2ccc([*:4])c([*:5])c2)(c2ccc(OC([*:1])([*:2])[*:3])c([*:6])c2)C2=NCC([*:7])([*:8])CN12,F[*:1].F[*:2].F[*:3].[*:4].CCC[*:5].[*:6].[*:7].[*:8],CHEMBL583887
NC1=NC(c2ccc([*:4])c([*:5])c2)(c2ccc(OC([*:1])([*:2])[*:3])c([*:6])c2)C2=NCC([*:7])([*:8])CN12,F[*:1].F[*:2].F[*:3].[*:4].Br[*:5].[*:6].[*:7].[*:8],CHEMBL567654
NC1=NC(c2ccc([*:4])c([*:5])c2)(c2ccc(OC([*:1])([*:2])[*:3])c([*:6])c2)C2=NCC([*:7])([*:8])CN12,F[*:1].F[*:2].F[*:3].[*:4].C1CC1CC[*:5].[*:6].[*:7].[*:8],CHEMBL583888
NC1=NC(c2ccc([*:4])c([*:5])c2)(c2ccc(OC([*:1])([*:2])[*:3])c([*:6])c2)C2=NCC([*:7])([*:8])CN12,[*:1].F[*:2].F[*:3].[*:4].COCC#C[*:5].[*:6].F[*:7].F[*:8],CHEMBL1957480
NC1=NC(c2ccc([*:4])c([*:5])c2)(c2ccc(OC([*:1])([*:2])[*:3])c([*:6])c2)C2=NCC([*:7])([*:8])CN12,[*:1].F[*:2].F[*:3].[*:4].COCCC#C[*:5].[*:6].F[*:7].F[*:8],CHEMBL1957481
NC1=NC(c2ccc([*:4])c([*:5])c2)(c2ccc(OC([*:1])([*:2])[*:3])c([*:6])c2)C2=NCC([*:7])([*:8])CN12,[*:1].F[*:2].F[*:3].[*:4].COc1cncc([*:5])c1.[*:6].F[*:7].F[*:8],CHEMBL1957475
NC1=NC(c2ccc([*:4])c([*:5])c2)(c2ccc(OC([*:1])([*:2])[*:3])c([*:6])c2)C2=NCC([*:7])([*:8])CN12,[*:1].F[*:2].F[*:3].[*:4].Fc1ncccc1[*:5].[*:6].F[*:7].F[*:8],CHEMBL1957476
NC1=NC(c2ccc([*:4])c([*:5])c2)(c2ccc(OC([*:1])([*:2])[*:3])c([*:6])c2)C2=NCC([*:7])([*:8])CN12,[*:1].F[*:2].F[*:3].[*:4].c1ncc([*:5])cn1.[*:6].F[*:7].F[*:8],CHEMBL1957474
NC1=NC(c2ccc([*:4])c([*:5])c2)(c2ccc(OC([*:1])([*:2])[*:3])c([*:6])c2)C2=NCC([*:7])([*:8])CN12,[*:1].F[*:2].F[*:3].[*:4].FCCCO[*:5].[*:6].F[*:7].F[*:8],CHEMBL1957482_CHEMBL1957483
NC1=NC(c2ccc([*:4])c([*:5])c2)(c2ccc(OC([*:1])([*:2])[*:3])c([*:6])c2)C2=NCC([*:7])([*:8])CN12,[*:1].F[*:2].F[*:3].[*:4].FCCO[*:5].[*:6].F[*:7].F[*:8],CHEMBL3261044
NC1=NC(c2ccc([*:4])c([*:5])c2)(c2ccc(OC([*:1])([*:2])[*:3])c([*:6])c2)C2=NCC([*:7])([*:8])CN12,[*:1].[*:2].[*:3].F[*:4].c1cncc([*:5])c1.C[*:6].F[*:7].F[*:8],CHEMBL1957478
CN1C(=O)C(c2ccccc2)([*:1])N=C1N,C1CCC([*:1])CC1,CHEMBL599965
CN1C(=O)C(c2ccccc2)([*:1])N=C1N,c1cc([*:1])ccn1,CHEMBL597233
O=C(Nc1cc(-c2ccccc2)ccc1N1CCN([*:1])CC1)c1cccc2ccccc12,O=C(c1ccccc1)[*:1],CHEMBL212627
O=C(Nc1cc(-c2ccccc2)ccc1N1CCN([*:1])CC1)c1cccc2ccccc12,c1ccc(C[*:1])cc1,CHEMBL379334
O=C(CSc1nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc2s1)[*:1],CCO[*:1],CHEMBL1270883
O=C(CSc1nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc2s1)[*:1],Cc1cccc(N[*:1])c1C,CHEMBL1271192
O=C(CSc1nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc2s1)[*:1],c1ccc(OCCN[*:1])cc1,CHEMBL1270985
O=C(CSc1nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc2s1)[*:1],c1ccc(CN[*:1])cc1,CHEMBL1270780
O=C(CSc1nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc2s1)[*:1],c1ccc(N[*:1])cc1,CHEMBL1270884
O=C(CSc1nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc2s1)[*:1],c1coc(CN[*:1])c1,CHEMBL1271091
NC1=NC(c2ccc([*:2])c(-c3cncnc3)c2)([*:3])c2cc([*:1])cc(F)c21,CCn1cc([*:3])cc(C)c1=O.[*:1].[*:2],CHEMBL2177920
NC1=NC(c2ccc([*:2])c(-c3cncnc3)c2)([*:3])c2cc([*:1])cc(F)c21,COc1c(C)cc([*:3])cc1C#N.[*:1].[*:2],CHEMBL2177918
NC1=NC(c2ccc([*:2])c(-c3cncnc3)c2)([*:3])c2cc([*:1])cc(F)c21,COc1c(C)cc([*:3])nc1C.[*:1].[*:2],CHEMBL2177917
NC1=NC(c2ccc([*:2])c(-c3cncnc3)c2)([*:3])c2cc([*:1])cc(F)c21,COc1cc([*:3])ccn1.[*:1].[*:2],CHEMBL2177911
NC1=NC(c2ccc([*:2])c(-c3cncnc3)c2)([*:3])c2cc([*:1])cc(F)c21,COc1ccc([*:3])cc1.[*:1].[*:2],CHEMBL2177916
NC1=NC(c2ccc([*:2])c(-c3cncnc3)c2)([*:3])c2cc([*:1])cc(F)c21,Cc1cc([*:3])cn(C)c1=O.[*:1].[*:2],CHEMBL2177919
NC1=NC(c2ccc([*:2])c(-c3cncnc3)c2)([*:3])c2cc([*:1])cc(F)c21,Cc1cc([*:3])cc(C)n1.[*:1].[*:2],CHEMBL2177910
NC1=NC(c2ccc([*:2])c(-c3cncnc3)c2)([*:3])c2cc([*:1])cc(F)c21,c1cc([*:3])cc(C2CC2)n1.[*:1].[*:2],CHEMBL2177113
NC1=NC(c2ccc([*:2])c(-c3cncnc3)c2)([*:3])c2cc([*:1])cc(F)c21,FC(F)(F)c1cc([*:3])ccn1.[*:1].[*:2],CHEMBL2177906
NC1=NC(c2ccc([*:2])c(-c3cncnc3)c2)([*:3])c2cc([*:1])cc(F)c21,c1cc([*:3])ccn1.[*:1].[*:2],CHEMBL2177309_CHEMBL2177904
NC1=NC(c2ccc([*:2])c(-c3cncnc3)c2)([*:3])c2cc([*:1])cc(F)c21,FC(F)c1cc([*:3])ccn1.F[*:1].[*:2],CHEMBL2177914
NC1=NC(c2ccc([*:2])c(-c3cncnc3)c2)([*:3])c2cc([*:1])cc(F)c21,FC(F)(F)c1cc([*:3])ccn1.F[*:2].[*:1],CHEMBL2177908_CHEMBL2177909
CSCCC(NC(=O)C(CC(C)C)NC(C)=O)C(=O)NC(CC(C)C)C(O)C1CCCC1C(=O)NC(C[*:1])[*:2],CC[*:1].[*:2],CHEMBL190058
